################################################################################
# config_name = sly_4_MFTQCD.properties.conf
# quarks_eos_file_name = ../eos.mft.qcd.NUC/MFT.QCD.B_100_XI_0.0015.FULL.NUC.csv
# hadrons_eos_file_name = ../eos.sly4/sly4.dat.NUC.csv
#
# Range Quarks - P(mu) = EoSRange(inf_limit=645.01543742, sup_limit=2373.6653975955555)
# Range Hadrons - P(mu)  = EoSRange(inf_limit=924.0063717038253, sup_limit=3566.1298585739605)
#
# Range = EoSRange(inf_limit=924.0063717038253, sup_limit=2373.6653975955555)
#
# Transition pressure (hadrons) = [ 40.72349004 MeV/fm3] = [6.5246251e34 erg/cm3]
# Transition pressure (quarks) = [ 40.72349004] = [6.5246251e34 erg/cm3]
#
################################################################################
# rho, pressure, chem_potential
2.308435e+16, 2.188547e+36, 3.161351e-03
2.302551e+16, 2.182026e+36, 3.159026e-03
2.296674e+16, 2.175512e+36, 3.156701e-03
2.290810e+16, 2.169014e+36, 3.154376e-03
2.284954e+16, 2.162527e+36, 3.152051e-03
2.279109e+16, 2.156052e+36, 3.149726e-03
2.273275e+16, 2.149591e+36, 3.147401e-03
2.267448e+16, 2.143139e+36, 3.145076e-03
2.261636e+16, 2.136705e+36, 3.142751e-03
2.255828e+16, 2.130277e+36, 3.140426e-03
2.250037e+16, 2.123869e+36, 3.138101e-03
2.244249e+16, 2.117464e+36, 3.135776e-03
2.238479e+16, 2.111082e+36, 3.133451e-03
2.232711e+16, 2.104704e+36, 3.131126e-03
2.226960e+16, 2.098345e+36, 3.128801e-03
2.221214e+16, 2.091992e+36, 3.126477e-03
2.215482e+16, 2.085657e+36, 3.124152e-03
2.209758e+16, 2.079331e+36, 3.121827e-03
2.204044e+16, 2.073018e+36, 3.119502e-03
2.198341e+16, 2.066718e+36, 3.117177e-03
2.192647e+16, 2.060429e+36, 3.114852e-03
2.186964e+16, 2.054154e+36, 3.112527e-03
2.181289e+16, 2.047889e+36, 3.110202e-03
2.175627e+16, 2.041640e+36, 3.107877e-03
2.169971e+16, 2.035397e+36, 3.105552e-03
2.164331e+16, 2.029174e+36, 3.103227e-03
2.158693e+16, 2.022955e+36, 3.100902e-03
2.153074e+16, 2.016757e+36, 3.098577e-03
2.147456e+16, 2.010562e+36, 3.096252e-03
2.141857e+16, 2.004389e+36, 3.093927e-03
2.136260e+16, 1.998219e+36, 3.091602e-03
2.130679e+16, 1.992070e+36, 3.089278e-03
2.125103e+16, 1.985925e+36, 3.086953e-03
2.119542e+16, 1.979799e+36, 3.084628e-03
2.113986e+16, 1.973680e+36, 3.082303e-03
2.108444e+16, 1.967577e+36, 3.079978e-03
2.102909e+16, 1.961483e+36, 3.077653e-03
2.097386e+16, 1.955403e+36, 3.075328e-03
2.091872e+16, 1.949334e+36, 3.073003e-03
2.086367e+16, 1.943277e+36, 3.070678e-03
2.080873e+16, 1.937233e+36, 3.068353e-03
2.075388e+16, 1.931200e+36, 3.066028e-03
2.069915e+16, 1.925181e+36, 3.063703e-03
2.064449e+16, 1.919171e+36, 3.061378e-03
2.058996e+16, 1.913176e+36, 3.059053e-03
2.053549e+16, 1.907190e+36, 3.056728e-03
2.048116e+16, 1.901220e+36, 3.054404e-03
2.042688e+16, 1.895257e+36, 3.052079e-03
2.037275e+16, 1.889312e+36, 3.049754e-03
2.031867e+16, 1.883371e+36, 3.047429e-03
2.026474e+16, 1.877451e+36, 3.045104e-03
2.021085e+16, 1.871534e+36, 3.042779e-03
2.015712e+16, 1.865638e+36, 3.040454e-03
2.010342e+16, 1.859744e+36, 3.038129e-03
2.004989e+16, 1.853872e+36, 3.035804e-03
1.999638e+16, 1.848002e+36, 3.033479e-03
1.994305e+16, 1.842155e+36, 3.031154e-03
1.988974e+16, 1.836308e+36, 3.028829e-03
1.983661e+16, 1.830484e+36, 3.026504e-03
1.978349e+16, 1.824661e+36, 3.024179e-03
1.973055e+16, 1.818861e+36, 3.021854e-03
1.967763e+16, 1.813062e+36, 3.019529e-03
1.962488e+16, 1.807285e+36, 3.017205e-03
1.957215e+16, 1.801510e+36, 3.014880e-03
1.951960e+16, 1.795756e+36, 3.012555e-03
1.946707e+16, 1.790005e+36, 3.010230e-03
1.941471e+16, 1.784274e+36, 3.007905e-03
1.936237e+16, 1.778547e+36, 3.005580e-03
1.931020e+16, 1.772839e+36, 3.003255e-03
1.925806e+16, 1.767135e+36, 3.000930e-03
1.920608e+16, 1.761451e+36, 2.998605e-03
1.915414e+16, 1.755771e+36, 2.996280e-03
1.910235e+16, 1.750109e+36, 2.993955e-03
1.905060e+16, 1.744453e+36, 2.991630e-03
1.899901e+16, 1.738815e+36, 2.989305e-03
1.894745e+16, 1.733181e+36, 2.986980e-03
1.889605e+16, 1.727566e+36, 2.984655e-03
1.884468e+16, 1.721956e+36, 2.982331e-03
1.879347e+16, 1.716364e+36, 2.980006e-03
1.874229e+16, 1.710777e+36, 2.977681e-03
1.869127e+16, 1.705209e+36, 2.975356e-03
1.864029e+16, 1.699645e+36, 2.973031e-03
1.858946e+16, 1.694100e+36, 2.970706e-03
1.853867e+16, 1.688558e+36, 2.968381e-03
1.848804e+16, 1.683036e+36, 2.966056e-03
1.843743e+16, 1.677518e+36, 2.963731e-03
1.838699e+16, 1.672019e+36, 2.961406e-03
1.833657e+16, 1.666523e+36, 2.959081e-03
1.828633e+16, 1.661048e+36, 2.956756e-03
1.823609e+16, 1.655574e+36, 2.954431e-03
1.818604e+16, 1.650123e+36, 2.952106e-03
1.813599e+16, 1.644671e+36, 2.949781e-03
1.808613e+16, 1.639243e+36, 2.947456e-03
1.803628e+16, 1.633814e+36, 2.945132e-03
1.798661e+16, 1.628408e+36, 2.942807e-03
1.793694e+16, 1.623003e+36, 2.940482e-03
1.788746e+16, 1.617620e+36, 2.938157e-03
1.783799e+16, 1.612238e+36, 2.935832e-03
1.778869e+16, 1.606876e+36, 2.933507e-03
1.773941e+16, 1.601517e+36, 2.931182e-03
1.769030e+16, 1.596178e+36, 2.928857e-03
1.764121e+16, 1.590843e+36, 2.926532e-03
1.759228e+16, 1.585525e+36, 2.924207e-03
1.754339e+16, 1.580213e+36, 2.921882e-03
1.749464e+16, 1.574917e+36, 2.919557e-03
1.744594e+16, 1.569628e+36, 2.917232e-03
1.739737e+16, 1.564354e+36, 2.914907e-03
1.734887e+16, 1.559088e+36, 2.912582e-03
1.730048e+16, 1.553836e+36, 2.910258e-03
1.725217e+16, 1.548593e+36, 2.907933e-03
1.720396e+16, 1.543363e+36, 2.905608e-03
1.715584e+16, 1.538143e+36, 2.903283e-03
1.710781e+16, 1.532934e+36, 2.900958e-03
1.705989e+16, 1.527738e+36, 2.898633e-03
1.701203e+16, 1.522549e+36, 2.896308e-03
1.696431e+16, 1.517376e+36, 2.893983e-03
1.691663e+16, 1.512209e+36, 2.891658e-03
1.686910e+16, 1.507060e+36, 2.889333e-03
1.682159e+16, 1.501913e+36, 2.887008e-03
1.677426e+16, 1.496787e+36, 2.884683e-03
1.672693e+16, 1.491662e+36, 2.882358e-03
1.667978e+16, 1.486558e+36, 2.880033e-03
1.663264e+16, 1.481455e+36, 2.877708e-03
1.658568e+16, 1.476374e+36, 2.875383e-03
1.653873e+16, 1.471294e+36, 2.873059e-03
1.649195e+16, 1.466233e+36, 2.870734e-03
1.644519e+16, 1.461177e+36, 2.868409e-03
1.639858e+16, 1.456137e+36, 2.866084e-03
1.635202e+16, 1.451103e+36, 2.863759e-03
1.630558e+16, 1.446083e+36, 2.861434e-03
1.625922e+16, 1.441073e+36, 2.859109e-03
1.621294e+16, 1.436074e+36, 2.856784e-03
1.616678e+16, 1.431087e+36, 2.854459e-03
1.612067e+16, 1.426107e+36, 2.852134e-03
1.607470e+16, 1.421144e+36, 2.849809e-03
1.602877e+16, 1.416184e+36, 2.847484e-03
1.598299e+16, 1.411244e+36, 2.845159e-03
1.593722e+16, 1.406305e+36, 2.842834e-03
1.589164e+16, 1.401387e+36, 2.840509e-03
1.584606e+16, 1.396470e+36, 2.838184e-03
1.580065e+16, 1.391574e+36, 2.835860e-03
1.575527e+16, 1.386680e+36, 2.833535e-03
1.571003e+16, 1.381803e+36, 2.831210e-03
1.566484e+16, 1.376932e+36, 2.828885e-03
1.561976e+16, 1.372075e+36, 2.826560e-03
1.557477e+16, 1.367228e+36, 2.824235e-03
1.552986e+16, 1.362390e+36, 2.821910e-03
1.548506e+16, 1.357566e+36, 2.819585e-03
1.544031e+16, 1.352747e+36, 2.817260e-03
1.539571e+16, 1.347946e+36, 2.814935e-03
1.535112e+16, 1.343146e+36, 2.812610e-03
1.530672e+16, 1.338369e+36, 2.810285e-03
1.526231e+16, 1.333591e+36, 2.807960e-03
1.521808e+16, 1.328834e+36, 2.805635e-03
1.517387e+16, 1.324079e+36, 2.803310e-03
1.512980e+16, 1.319341e+36, 2.800986e-03
1.508579e+16, 1.314610e+36, 2.798661e-03
1.504187e+16, 1.309890e+36, 2.796336e-03
1.499806e+16, 1.305182e+36, 2.794011e-03
1.495430e+16, 1.300481e+36, 2.791686e-03
1.491068e+16, 1.295796e+36, 2.789361e-03
1.486708e+16, 1.291114e+36, 2.787036e-03
1.482366e+16, 1.286452e+36, 2.784711e-03
1.478024e+16, 1.281791e+36, 2.782386e-03
1.473699e+16, 1.277150e+36, 2.780061e-03
1.469377e+16, 1.272511e+36, 2.777736e-03
1.465067e+16, 1.267889e+36, 2.775411e-03
1.460764e+16, 1.263274e+36, 2.773086e-03
1.456470e+16, 1.258669e+36, 2.770761e-03
1.452187e+16, 1.254077e+36, 2.768436e-03
1.447908e+16, 1.249490e+36, 2.766111e-03
1.443645e+16, 1.244922e+36, 2.763787e-03
1.439382e+16, 1.240353e+36, 2.761462e-03
1.435138e+16, 1.235807e+36, 2.759137e-03
1.430894e+16, 1.231262e+36, 2.756812e-03
1.426665e+16, 1.226734e+36, 2.754487e-03
1.422441e+16, 1.222212e+36, 2.752162e-03
1.418227e+16, 1.217701e+36, 2.749837e-03
1.414023e+16, 1.213202e+36, 2.747512e-03
1.409824e+16, 1.208708e+36, 2.745187e-03
1.405639e+16, 1.204233e+36, 2.742862e-03
1.401455e+16, 1.199757e+36, 2.740537e-03
1.397290e+16, 1.195304e+36, 2.738212e-03
1.393126e+16, 1.190852e+36, 2.735887e-03
1.388975e+16, 1.186416e+36, 2.733562e-03
1.384830e+16, 1.181987e+36, 2.731237e-03
1.380694e+16, 1.177568e+36, 2.728913e-03
1.376569e+16, 1.173162e+36, 2.726588e-03
1.372447e+16, 1.168759e+36, 2.724263e-03
1.368342e+16, 1.164377e+36, 2.721938e-03
1.364237e+16, 1.159994e+36, 2.719613e-03
1.360149e+16, 1.155632e+36, 2.717288e-03
1.356064e+16, 1.151272e+36, 2.714963e-03
1.351990e+16, 1.146926e+36, 2.712638e-03
1.347925e+16, 1.142590e+36, 2.710313e-03
1.343865e+16, 1.138260e+36, 2.707988e-03
1.339820e+16, 1.133947e+36, 2.705663e-03
1.335774e+16, 1.129635e+36, 2.703338e-03
1.331748e+16, 1.125344e+36, 2.701013e-03
1.327722e+16, 1.121054e+36, 2.698688e-03
