################################################################################
# config_name = sly_4_MFTQCD.properties.conf
# quarks_eos_file_name = ../eos.mft.qcd.NUC/MFT.QCD.B_90_XI_0.0030.FULL.NUC.csv
# hadrons_eos_file_name = ../eos.sly4/sly4.dat.NUC.csv
#
# Range Quarks - P(mu) = EoSRange(inf_limit=662.4959302219999, sup_limit=3160.2875738622224)
# Range Hadrons - P(mu)  = EoSRange(inf_limit=924.0063717038253, sup_limit=3566.1298585739605)
#
# Range = EoSRange(inf_limit=924.0063717038253, sup_limit=3160.2875738622224)
#
# Transition pressure (hadrons) = [ 68.35566577]
# Transition pressure (quarks) = [ 58.72019088]
#
################################################################################
# rho, pressure, chem_potential
2.245824e+16, 2.674325e+36, 3.707642e-03
2.239627e+16, 2.665448e+36, 3.704055e-03
2.233440e+16, 2.656590e+36, 3.700469e-03
2.227263e+16, 2.647749e+36, 3.696882e-03
2.221095e+16, 2.638925e+36, 3.693296e-03
2.214939e+16, 2.630120e+36, 3.689709e-03
2.208790e+16, 2.621329e+36, 3.686123e-03
2.202655e+16, 2.612560e+36, 3.682536e-03
2.196525e+16, 2.603802e+36, 3.678950e-03
2.190410e+16, 2.595069e+36, 3.675363e-03
2.184300e+16, 2.586345e+36, 3.671777e-03
2.178205e+16, 2.577647e+36, 3.668190e-03
2.172114e+16, 2.568956e+36, 3.664604e-03
2.166040e+16, 2.560294e+36, 3.661017e-03
2.159968e+16, 2.551636e+36, 3.657431e-03
2.153915e+16, 2.543010e+36, 3.653844e-03
2.147862e+16, 2.534385e+36, 3.650258e-03
2.141829e+16, 2.525795e+36, 3.646671e-03
2.135797e+16, 2.517206e+36, 3.643085e-03
2.129783e+16, 2.508649e+36, 3.639498e-03
2.123771e+16, 2.500095e+36, 3.635912e-03
2.117776e+16, 2.491571e+36, 3.632325e-03
2.111785e+16, 2.483053e+36, 3.628739e-03
2.105809e+16, 2.474561e+36, 3.625152e-03
2.099839e+16, 2.466079e+36, 3.621566e-03
2.093882e+16, 2.457620e+36, 3.617979e-03
2.087932e+16, 2.449174e+36, 3.614393e-03
2.081994e+16, 2.440747e+36, 3.610806e-03
2.076065e+16, 2.432337e+36, 3.607220e-03
2.070146e+16, 2.423943e+36, 3.603633e-03
2.064237e+16, 2.415568e+36, 3.600047e-03
2.058336e+16, 2.407206e+36, 3.596460e-03
